49-8888, 2.98, Sun Oct 18 00:00:00 EET 1998, RFNHii, JjRooq, 
50-2494, 2.78, Mon Dec 24 00:00:00 EET 1990, vuxSRx, WKTtCe, 
50-3612, 1.05, Tue Jul 06 00:00:00 EEST 1993, hYgBcU, MwBWga, 
50-5340, 0.98, Tue Jun 09 00:00:00 EEST 1992, KldkHH, wFaAPv, 
50-5856, 2.71, Sun Oct 21 00:00:00 EET 1990, mpoorQ, ppltxr, 
50-6411, 1.91, Thu Sep 14 00:00:00 EEST 2000, zVFpdR, PYODii, 
50-7077, 1.04, Mon Oct 15 00:00:00 EET 1990, IXmgbW, THdJCY, 
50-7952, 3.12, Fri Feb 20 00:00:00 EET 1998, ZiDDlx, SLOOaW, 
51-1954, 1.46, Mon Feb 08 00:00:00 EET 1999, odiDed, HXsjNi, 
51-2093, 2.23, Sat Aug 03 00:00:00 EEST 1996, NklPsk, BjkCEy, 
51-5542, 2.83, Thu Nov 15 00:00:00 EET 1990, mTbOKb, alwomu, 
51-7895, 1.9, Fri Mar 02 00:00:00 EET 1990, zrebZr, QkjMSb, 
52-0510, 1.89, Sat Nov 29 00:00:00 EET 1997, vAeefT, OfEjWB, 
53-3302, 1.04, Sun Aug 04 00:00:00 EEST 1991, jOixDz, rGGHUt, 
53-4099, 1.84, Tue Jun 07 00:00:00 EEST 1994, owrVTK, SIzTFD, 
53-5061, 2.83, Tue Jan 29 00:00:00 EET 1991, qFxXKE, ndwRdt, 
53-7985, 1.18, Tue Feb 18 00:00:00 EET 1997, MMIEhY, IurBYn, 
54-1840, 1.5, Tue Sep 14 00:00:00 EEST 1993, iuNmWx, LwIiNx, 
54-6017, 3.12, Thu Aug 12 00:00:00 EEST 1993, dJVBMC, ddpqhM, 
54-8143, 2.4, Thu Jul 01 00:00:00 EEST 1999, zNEelT, BSqAJQ, 
55-0480, 2.4, Sat May 23 00:00:00 EEST 1998, cJTytL, XpoOVr, 
55-4541, 0.73, Mon Dec 11 00:00:00 EET 1995, ndLonV, BEzHFJ, 
55-4856, 3.17, Tue Jan 21 00:00:00 EET 1997, TfSPgQ, lSAwVM, 
55-7504, 0.84, Thu Aug 03 00:00:00 EEST 1995, ancate, tJwnxw, 
55-8304, 1.02, Thu Jun 28 00:00:00 EEST 1990, ibrkDG, GfFABD, 
55-8480, 2.93, Wed May 11 00:00:00 EEST 1994, txvWQL, uqVRzf, 
55-8560, 1.27, Wed Jan 26 00:00:00 EET 2000, aqxLlv, MczjnD, 
55-8635, 1.1, Wed Jan 01 00:00:00 EET 1997, YgiMCF, mvlomy, 
56-2242, 0.85, Tue Sep 24 00:00:00 EEST 1991, TdWjCF, XlCQxu, 
56-5461, 0.94, Mon Oct 01 00:00:00 EEST 1990, JbmFpp, AhtEXr, 
56-6464, 2.22, Sat Nov 21 00:00:00 EET 1992, LZdpbg, yaTrai, 
57-0307, 2.35, Thu Apr 23 00:00:00 EET 1998, WqirYq, vVbBDJ, 
57-1135, 1.59, Sat Sep 11 00:00:00 EEST 1993, LhQSpy, PmDXqL, 
57-1585, 1.0, Mon Oct 09 00:00:00 EET 2000, traqew, wjbTaC, 
57-2134, 1.22, Wed Jul 06 00:00:00 EEST 1994, FVgEfM, PiXyvC, 
57-2703, 1.02, Wed Dec 27 00:00:00 EET 1995, NQjnhE, aSpQBb, 
57-4382, 1.97, Mon Jul 12 00:00:00 EEST 1993, EGfAet, gcMcOT, 
57-5592, 3.0, Sun Dec 22 00:00:00 EET 1991, dZBaKJ, FrrzCN, 
57-6129, 0.93, Wed Apr 13 00:00:00 EET 1994, ywaMvF, LTltpB, 
57-6286, 2.57, Mon Jul 18 00:00:00 EEST 1994, lcJjcF, JfshQJ, 
57-6800, 1.74, Sun Nov 15 00:00:00 EET 1992, iTQFqm, rgmOca, 
57-6948, 1.87, Sun Oct 08 00:00:00 EET 1995, YDxeDR, NKKXmb, 
58-2257, 0.9, Tue Sep 06 00:00:00 EEST 1994, XVtmpn, RuqJkm, 
58-3149, 2.59, Mon Nov 26 00:00:00 EET 1990, QXrMmg, pfEzON, 
58-6083, 2.2, Wed Sep 21 00:00:00 EEST 1994, IRpugu, ToRepT, 
58-6653, 2.14, Fri Feb 01 00:00:00 EET 1991, eMmDZA, hEBULY, 
58-6777, 1.91, Wed Jan 06 00:00:00 EET 1999, jCfvsY, rifWpk, 
58-9209, 1.57, Thu Dec 08 00:00:00 EET 1994, XsrmYH, QgzQBw, 
59-0773, 1.2, Thu Sep 06 00:00:00 EEST 1990, rriqwu, OfNkzb, 
59-1159, 2.11, Sat Nov 18 00:00:00 EET 1995, CYaqBH, QoBCQX, 
59-1317, 2.08, Tue Jul 27 00:00:00 EEST 1993, ABLQBd, PTMcBI, 
59-1506, 0.84, Wed Mar 15 00:00:00 EET 1995, sSAbYy, wPcOXK, 
59-2947, 2.86, Wed Aug 04 00:00:00 EEST 1999, oItUNL, IVYyzK, 
59-3357, 2.29, Sat Feb 20 00:00:00 EET 1993, JyrfdR, vioJoi, 
59-8196, 0.85, Wed Jan 05 00:00:00 EET 1994, wYRCIH, ExpTgL, 
61-2050, 1.75, Thu May 22 00:00:00 EEST 1997, SWFEJm, EbMynI, 
61-7605, 3.08, Mon May 10 00:00:00 EEST 1999, qjGMIX, QxtudN, 
62-0353, 1.52, Tue Mar 02 00:00:00 EET 1999, oxfxps, rUTiEQ, 
62-1442, 1.01, Mon Jun 24 00:00:00 EEST 1991, gpKQpX, uBguCM, 
62-2304, 1.78, Fri Dec 24 00:00:00 EET 1999, rLBaHH, IzOEWd, 
62-3962, 2.56, Sat Feb 19 00:00:00 EET 1994, SpaQqB, QBYBkb, 
62-4119, 1.03, Mon Oct 14 00:00:00 EET 1996, fiEUsL, SSsYKG, 
62-5942, 2.56, Fri Oct 08 00:00:00 EET 1999, odVeVA, yxEDIP, 
63-0141, 1.79, Sat Jul 06 00:00:00 EEST 1996, AXpNZL, gBCnID, 
63-2047, 0.95, Thu Jan 06 00:00:00 EET 2000, zjwUOq, xsMTJr, 
63-3812, 2.24, Sun Apr 18 00:00:00 EET 1999, dBDXAi, ZcYrzU, 
63-9346, 2.23, Sun Aug 09 00:00:00 EEST 1998, JNUlnD, MUcwAS, 
63-9878, 2.87, Tue Jul 07 00:00:00 EEST 1992, gQwTjH, CkIgYq, 
64-0569, 2.34, Wed May 20 00:00:00 EEST 1992, lPXkQU, InphYf, 
64-1166, 1.83, Sat Jul 29 00:00:00 EEST 1995, KWRqfi, SVqUkZ, 
64-2004, 0.78, Tue May 22 00:00:00 EEST 1990, GWQKHB, FbUJYo, 
64-2646, 2.05, Tue Feb 05 00:00:00 EET 1991, VSBuAn, aAnfiZ, 
64-6278, 2.26, Mon Jun 03 00:00:00 EEST 1996, RVXCxS, MxXgNv, 
65-2863, 2.84, Mon Mar 24 00:00:00 EET 1997, Jdhppr, ewzNky, 
65-4883, 0.74, Sat Mar 03 00:00:00 EET 1990, eqTgOk, ZmLgls, 
65-5053, 2.44, Fri Mar 22 00:00:00 EET 1996, Svztor, euPYax, 
65-5847, 1.49, Sun Jul 01 00:00:00 EEST 1990, mfMehO, rLlPqA, 
66-1766, 2.7, Sun Feb 28 00:00:00 EET 1999, DVLYsf, VVpwIL, 
66-4285, 1.65, Wed Sep 11 00:00:00 EEST 1991, TDoqBK, uzplgy, 
66-9756, 2.3, Fri Jun 24 00:00:00 EEST 1994, EaNkaW, oHdElp, 
67-0231, 1.68, Tue Apr 03 00:00:00 EET 1990, nqutBe, niivOf, 
67-4110, 1.47, Tue Jul 23 00:00:00 EEST 1996, EtCLlO, RMvfXH, 
67-5025, 1.71, Wed Jan 10 00:00:00 EET 1996, gTFAWy, OUxVcq, 
67-8534, 2.51, Mon Sep 18 00:00:00 EEST 1995, RKohqR, xnyfrW, 
68-7683, 2.35, Wed May 16 00:00:00 EEST 1990, FKdvDf, ETOwTi, 
68-9353, 3.13, Fri Aug 03 00:00:00 EEST 1990, rPrBhG, ZrHbfh, 
69-2059, 1.82, Wed Oct 02 00:00:00 EET 1991, bRaZAu, TFXbkG, 
69-2870, 1.52, Fri Jun 26 00:00:00 EEST 1998, gRYYhu, pAnwfD, 
69-4388, 1.06, Sat Feb 13 00:00:00 EET 1999, ldwMQM, fwjVvP, 
69-6918, 1.5, Thu Dec 12 00:00:00 EET 1996, Fshybu, XzSOkI, 
69-9390, 2.61, Thu Sep 28 00:00:00 EEST 2000, sZUtsR, QfkuFg, 
70-1200, 0.96, Thu Mar 21 00:00:00 EET 1996, TBEeMh, SqXENa, 
70-2234, 0.83, Sun Aug 10 00:00:00 EEST 1997, OtCPne, AEUGsN, 
70-3814, 2.74, Fri Apr 24 00:00:00 EET 1992, HHmIaM, qotMtt, 
70-4030, 2.04, Fri Dec 31 00:00:00 EET 1993, PMtbUJ, WHkWku, 
70-5000, 1.98, Tue Dec 26 00:00:00 EET 2000, ItwFuA, QdhcCX, 
70-6763, 2.01, Sat Apr 26 00:00:00 EEST 1997, vExEWh, pEoqAF, 
70-9497, 1.48, Tue Oct 19 00:00:00 EET 1993, abkMWY, HidLaq, 
70-9914, 2.83, Thu Dec 23 00:00:00 EET 1993, stJQGZ, JPXHyE, 
71-0964, 2.45, Thu Mar 07 00:00:00 EET 1996, DSGvBY, rtfeXL, 
71-2036, 1.94, Mon Sep 18 00:00:00 EEST 2000, XiImaU, xILjhv, 
71-3032, 2.89, Sat Aug 07 00:00:00 EEST 1993, QzodZH, FIkpjY, 
71-4060, 1.78, Mon Nov 30 00:00:00 EET 1998, bIKYMS, UjHUqd, 
71-4069, 3.06, Wed Aug 19 00:00:00 EEST 1998, MLInVG, WnWkaT, 
71-4320, 1.66, Mon Jun 05 00:00:00 EEST 1995, uiZUmM, sncFRy, 
71-5689, 0.91, Sun Mar 22 00:00:00 EET 1998, nbIRYd, nxOSAX, 
71-5855, 1.29, Thu Aug 08 00:00:00 EEST 1991, ybllhy, beYfmI, 
71-7408, 0.85, Mon Jan 06 00:00:00 EET 1992, CooscR, iqYQtX, 
72-0733, 1.31, Sat Nov 13 00:00:00 EET 1993, IeDHHf, oDgCtC, 
72-2324, 2.02, Wed Aug 02 00:00:00 EEST 1995, IMzZOj, QosdAF, 
72-4692, 2.89, Sat Oct 17 00:00:00 EET 1998, MmDUUM, vVJjjx, 
72-6598, 2.72, Tue Jun 06 00:00:00 EEST 1995, xJQgMQ, RSeWeX, 
73-2001, 1.33, Mon Jun 29 00:00:00 EEST 1992, AzbgUy, IMVqKr, 
73-2395, 3.06, Sun Dec 14 00:00:00 EET 1997, GdGKKv, VCEucE, 
73-3452, 1.23, Sun Nov 21 00:00:00 EET 1993, ovwMto, EPvqcb, 
73-5215, 2.39, Mon Aug 04 00:00:00 EEST 1997, KcpZbI, hsoPTp, 
73-5918, 1.41, Wed Feb 17 00:00:00 EET 1999, jdmOOR, TtUMOH, 
73-7474, 0.94, Wed Apr 06 00:00:00 EET 1994, UQFwId, hzbGup, 
74-0725, 3.04, Wed Jan 03 00:00:00 EET 1990, ORHHyP, MUPjKj, 
74-3211, 1.73, Mon Oct 14 00:00:00 EET 1996, ivpKUQ, XHVoic, 
74-3918, 2.94, Tue Feb 28 00:00:00 EET 1995, LGXBlc, BOTEgO, 
74-4839, 2.45, Sat Nov 25 00:00:00 EET 1995, YkVTMm, ektztG, 
74-9219, 2.62, Sun Dec 08 00:00:00 EET 1996, JdJzrS, bwuhCQ, 
75-1715, 1.27, Sun Nov 27 00:00:00 EET 1994, FoyUoT, iWLHDY, 
75-3686, 1.27, Mon Aug 24 00:00:00 EEST 1998, IWuPmd, uCrbRF, 
75-8130, 1.31, Fri Aug 15 00:00:00 EEST 1997, HjRAcQ, SDKsTt, 
75-8415, 2.56, Mon Nov 04 00:00:00 EET 1991, SGaFVM, xzFyyf, 
75-9203, 2.07, Tue Dec 05 00:00:00 EET 2000, cXdNUK, GMCyXk, 
76-1418, 2.62, Mon Sep 20 00:00:00 EEST 1993, QMQxOJ, gTTuDu, 
76-4398, 1.06, Sun Jan 26 00:00:00 EET 1992, LRXoNy, BoXuiu, 
76-5372, 1.18, Mon Aug 22 00:00:00 EEST 1994, anewBx, yivayN, 
76-9245, 2.09, Wed Oct 29 00:00:00 EET 1997, lVFtRa, fgumlR, 
77-0747, 2.47, Wed Sep 11 00:00:00 EEST 1996, aNuRQW, ZHJVuG, 
77-2224, 3.11, Sat Sep 12 00:00:00 EEST 1992, JfCMTH, KHEqRW, 
78-2385, 1.13, Thu Mar 01 00:00:00 EET 1990, MImacq, Oesxib, 
78-2418, 3.1, Wed Feb 28 00:00:00 EET 1990, cJBggW, RnORpv, 
78-3186, 0.85, Thu Jun 24 00:00:00 EEST 1999, llLTMc, hTuXBm, 
78-4700, 1.22, Thu Sep 16 00:00:00 EEST 1999, IvfwNh, VYrTxg, 
78-5048, 1.68, Tue Sep 27 00:00:00 EEST 1994, VXzDvf, OJMDzF, 
78-6136, 0.98, Tue Nov 30 00:00:00 EET 1993, MMACMR, nQJfLH, 
79-6612, 1.38, Thu Jun 30 00:00:00 EEST 1994, TpQpyW, CjvUnv, 
79-7295, 2.88, Sun Sep 29 00:00:00 EET 1996, rxjqUv, dBJnjf, 
79-8407, 3.15, Sat May 04 00:00:00 EEST 1996, Zbrodl, SlWNZj, 
80-1663, 1.02, Wed Aug 09 00:00:00 EEST 1995, yABVih, mBXbwI, 
80-1826, 2.01, Tue Dec 01 00:00:00 EET 1998, MVrYFl, sHWJEF, 
80-1950, 3.12, Sat Sep 15 00:00:00 EEST 1990, NchOqu, jKloyf, 
80-2154, 2.65, Thu Nov 29 00:00:00 EET 1990, UGuevE, yTYPaY, 
80-2977, 1.25, Fri Nov 15 00:00:00 EET 1996, aDSpMM, WfXkFB, 
80-3107, 1.77, Thu Mar 01 00:00:00 EET 1990, KsEsie, VnVTxR, 
80-4523, 3.04, Sun Nov 05 00:00:00 EET 2000, ceaHMB, XyVlhh, 
80-5371, 3.19, Sat Mar 06 00:00:00 EET 1999, eLZENd, sVprFA, 
80-5908, 2.89, Sat Nov 23 00:00:00 EET 1991, HkXApw, KkiVhg, 
80-6270, 3.08, Fri Jun 07 00:00:00 EEST 1991, GhFkgw, HyxNfp, 
80-7497, 1.45, Wed Nov 11 00:00:00 EET 1992, nIIbTG, WFQiqP, 
80-8612, 2.98, Thu Jun 07 00:00:00 EEST 1990, vaCMPY, aDVbGc, 
81-0048, 1.0, Fri Oct 23 00:00:00 EET 1992, ISJAnb, VZWjhA, 
81-1474, 1.78, Sat May 29 00:00:00 EEST 1993, LidyQB, MfIyoG, 
81-3331, 2.7, Thu Jan 16 00:00:00 EET 1997, vyMILN, eBlFGd, 
81-6651, 2.1, Mon May 04 00:00:00 EEST 1992, scCJUX, wjvHnS, 
81-8976, 3.19, Tue Mar 13 00:00:00 EET 1990, hWknCP, EGpfuC, 
82-0642, 1.47, Thu Oct 02 00:00:00 EET 1997, OCrCdY, MIIUZu, 
82-0965, 1.82, Mon Oct 16 00:00:00 EET 2000, QYWOOo, wsoTTr, 
82-1542, 2.3, Wed Sep 02 00:00:00 EEST 1998, cnHpHb, mmDhtW, 
82-1646, 3.14, Wed Aug 15 00:00:00 EEST 1990, TwYvle, YpUWyI, 
82-7280, 1.74, Sat Nov 28 00:00:00 EET 1998, KOqpAI, MRStWB, 
82-7699, 3.14, Sat Dec 03 00:00:00 EET 1994, xhUdPF, duJfZS, 
82-8707, 1.02, Mon May 13 00:00:00 EEST 1996, CnDzku, zsFSLl, 
82-9193, 2.4, Fri May 11 00:00:00 EEST 1990, SnSnDm, dJHBEz, 
82-9799, 2.13, Thu Dec 30 00:00:00 EET 1999, NxPXRr, zNbxdR, 
83-1623, 1.22, Thu Sep 11 00:00:00 EEST 1997, VtNyQT, XVaPHn, 
83-2375, 1.56, Fri Jul 28 00:00:00 EEST 2000, yBoVLl, DXyglj, 
83-2902, 2.91, Thu Jul 09 00:00:00 EEST 1992, CmGkJg, xXNpLQ, 
83-3140, 1.07, Wed Feb 18 00:00:00 EET 1998, lLySiT, jmpjBM, 
83-3670, 2.43, Wed Jun 28 00:00:00 EEST 2000, iqGKxL, VPdpqf, 
83-4206, 2.42, Sat Feb 04 00:00:00 EET 1995, KsrizD, iVzcZB, 
83-4504, 0.76, Sun Dec 18 00:00:00 EET 1994, IAWVxg, sNFTsZ, 
83-5077, 0.98, Mon Apr 14 00:00:00 EET 1997, nUGpuU, KCZakV, 
83-5878, 2.69, Wed Mar 15 00:00:00 EET 2000, ovDweS, OXdfHe, 
84-6824, 1.74, Tue Mar 14 00:00:00 EET 2000, BRJFsv, iRDYaX, 
84-8099, 2.74, Thu May 27 00:00:00 EEST 1993, XRqqXd, hzBJGU, 
85-0000, 1.61, Sun Mar 02 00:00:00 EET 1997, JSsvEs, aElufP, 
85-1718, 2.7, Tue Sep 07 00:00:00 EEST 1993, FMwDxe, tUpQkq, 
85-3182, 2.49, Sun Mar 08 00:00:00 EET 1998, kVAhAa, KSLQpY, 
85-4508, 3.14, Wed Nov 03 00:00:00 EET 1993, ELStBh, RjRPRS, 
85-5508, 1.44, Mon May 19 00:00:00 EEST 1997, Kollky, LmjdpU, 
85-6481, 2.34, Sun Sep 24 00:00:00 EEST 1995, QvECOu, xvOvkC, 
85-9827, 2.77, Thu Feb 12 00:00:00 EET 1998, hCWlhB, WmVFRC, 
86-4022, 1.73, Fri Apr 30 00:00:00 EET 1993, tnVihB, njjwlv, 
86-7871, 1.54, Thu Oct 26 00:00:00 EET 1995, XfrcUJ, EUEfmX, 
86-8361, 1.32, Tue Oct 02 00:00:00 EET 1990, wvWrPQ, JPJLkq, 
87-4204, 3.17, Thu Jan 18 00:00:00 EET 1990, MYFUeu, uOxLzU, 
87-5800, 2.46, Thu Jun 27 00:00:00 EEST 1991, BYpLeY, DvtUam, 
87-5833, 2.15, Mon Aug 18 00:00:00 EEST 1997, piXRFr, HzMCyv, 
87-7946, 1.62, Thu Oct 04 00:00:00 EET 1990, vBJlbb, DJREdc, 
88-5243, 2.33, Wed Sep 03 00:00:00 EEST 1997, itfYaj, gGOFxO, 
88-6905, 3.08, Thu Nov 07 00:00:00 EET 1996, PfrLFE, dubVgs, 
88-9644, 1.05, Thu Sep 29 00:00:00 EEST 1994, VEpbNd, ampWfu, 
89-5616, 1.99, Sat Mar 28 00:00:00 EET 1992, LNKhPT, VyyffP, 
89-6748, 3.07, Fri Feb 03 00:00:00 EET 1995, KCvFDk, NwjcWg, 
89-6790, 1.59, Sun Mar 14 00:00:00 EET 1993, Wwnflj, ZuePGD, 
89-7233, 1.13, Tue Oct 02 00:00:00 EET 1990, lFkCMq, CLCXkO, 
89-8284, 1.53, Sun May 25 00:00:00 EEST 1997, LODjTw, IjrelG, 
89-9710, 2.14, Thu May 11 00:00:00 EEST 2000, NjsPCz, blOfRl, 
90-1466, 1.28, Sun Apr 09 00:00:00 EET 1995, jSpBEx, UDComX, 
90-1823, 2.46, Mon Apr 16 00:00:00 EET 1990, CizUKs, QwTFgh, 
90-3585, 0.78, Tue Mar 02 00:00:00 EET 1993, koRAft, zOUpTg, 
90-4814, 2.55, Sat Mar 13 00:00:00 EET 1999, jlbYQo, EBXBmW, 
90-7203, 3.08, Fri Jul 25 00:00:00 EEST 1997, AoHjRQ, xjCHwO, 
90-9166, 2.64, Fri Sep 09 00:00:00 EEST 1994, VQXSva, sNfREG, 
90-9422, 2.91, Mon Jan 15 00:00:00 EET 1996, Cfnrdy, wnsoBm, 
91-0543, 3.17, Wed May 10 00:00:00 EEST 2000, crjbxk, BorNqB, 
91-0629, 1.52, Tue Sep 29 00:00:00 EET 1998, SfyBsS, EVvZLk, 
91-1505, 1.22, Mon Dec 17 00:00:00 EET 1990, FtSyFj, OyaslB, 
91-1751, 2.92, Thu Nov 11 00:00:00 EET 1999, QwRCLq, FzkANk, 
91-3267, 2.75, Mon Sep 13 00:00:00 EEST 1999, JKBGeP, yzDUom, 
91-4505, 0.73, Mon Aug 11 00:00:00 EEST 1997, mPrcSP, KFjayg, 
91-4822, 2.99, Thu May 09 00:00:00 EEST 1991, RvisJr, HgHSST, 
91-4997, 2.64, Wed May 24 00:00:00 EEST 2000, SvNAAs, XwuGoN, 
92-2034, 2.74, Wed Feb 20 00:00:00 EET 1991, DDyKKp, gIzcPZ, 
92-2288, 2.86, Thu Sep 21 00:00:00 EEST 1995, KkAPmG, bZAPNF, 
92-7998, 1.96, Thu Apr 02 00:00:00 EET 1998, zWFoak, YObMLS, 
93-4453, 3.15, Tue Aug 31 00:00:00 EEST 1999, xYytky, BUrVpb, 
93-5742, 2.66, Thu Jul 09 00:00:00 EEST 1992, OpnsgD, UDnFFn, 
94-0522, 2.54, Sun May 31 00:00:00 EEST 1998, iEjqxU, CXLhcm, 
94-0581, 1.25, Sun Jan 27 00:00:00 EET 1991, nhWJnh, tArfQV, 
94-1933, 3.09, Wed Dec 14 00:00:00 EET 1994, iNJwyq, lMztml, 
94-5153, 1.2, Wed Sep 24 00:00:00 EEST 1997, NCRAHg, POFfEM, 
94-5904, 1.99, Sun Nov 01 00:00:00 EET 1992, Ldmsam, sONUrA, 
94-6987, 3.17, Mon Apr 01 00:00:00 EET 1991, QCVizT, hAKWsW, 
94-7284, 2.52, Fri Jan 10 00:00:00 EET 1992, MXTKMj, HDxTHq, 
94-8731, 2.78, Mon Jul 08 00:00:00 EEST 1991, HCobok, HBMpQO, 
95-0668, 1.27, Tue Feb 02 00:00:00 EET 1999, UiFgIx, HBIkup, 
95-3700, 2.94, Wed May 24 00:00:00 EEST 1995, FPzoYE, ttvpHB, 
95-7823, 0.87, Thu Dec 09 00:00:00 EET 1993, YtyaIg, TwNhKY, 
95-8212, 1.06, Sun Jan 31 00:00:00 EET 1993, rmvcus, yYdRjC, 
96-3266, 2.13, Wed Sep 23 00:00:00 EEST 1998, QqCHbe, tmcUtt, 
96-3635, 2.17, Sat Jul 15 00:00:00 EEST 1995, tFxCpz, NCPuCj, 
96-4365, 2.07, Thu Nov 03 00:00:00 EET 1994, KyKmJH, vYJtXI, 
96-4439, 2.09, Sat May 16 00:00:00 EEST 1992, NPjoDW, mctZBt, 
96-5189, 0.79, Sun Dec 18 00:00:00 EET 1994, moiFdn, Cuspim, 
96-5954, 2.47, Fri May 10 00:00:00 EEST 1991, rnqyaP, YNfwrZ, 
96-9574, 2.84, Fri Mar 11 00:00:00 EET 1994, NTxuZQ, QaemzA, 
97-0789, 2.35, Fri Jun 23 00:00:00 EEST 2000, GblhfW, YfqHgN, 
97-2321, 2.97, Sun May 21 00:00:00 EEST 1995, PQzPGh, GSWgJD, 
97-2777, 3.15, Mon Oct 16 00:00:00 EET 2000, hviopY, URtrGA, 
97-3281, 2.69, Tue Feb 06 00:00:00 EET 1996, TblRAI, WpLIdO, 
97-7038, 2.13, Sun Jul 08 00:00:00 EEST 1990, QEOGPU, lfwFXT, 
97-7476, 1.71, Fri Jul 24 00:00:00 EEST 1992, IgHjkN, LfEbTm, 
97-8011, 2.98, Fri Jul 30 00:00:00 EEST 1993, fgwomU, vGpDfk, 
98-1076, 1.27, Tue Jul 23 00:00:00 EEST 1996, wDxDXU, cugbaS, 
98-2717, 0.77, Fri Oct 31 00:00:00 EET 1997, pZuAPD, wSEsQQ, 
98-3334, 0.83, Thu Feb 15 00:00:00 EET 1996, XJBgrr, JLeUKY, 
98-4215, 0.92, Wed Jan 05 00:00:00 EET 2000, KqCZpN, nHPeKl, 
98-4597, 0.81, Fri Nov 15 00:00:00 EET 1996, mBqxHR, UAKfUJ, 
98-5129, 1.31, Mon Nov 13 00:00:00 EET 1995, kMaLFx, jQWeMo, 
98-5322, 2.45, Tue Feb 01 00:00:00 EET 2000, OIIbII, MVEpVJ, 
98-7361, 1.83, Mon Oct 16 00:00:00 EET 2000, uYJHtn, QKTmqF, 
98-7488, 2.56, Fri Aug 24 00:00:00 EEST 1990, NSGwUj, VHizBW, 
99-4490, 1.17, Fri Jul 14 00:00:00 EEST 1995, DRmmDw, erJGea, 
99-8510, 2.12, Wed Dec 06 00:00:00 EET 2000, rCfnwp, XoBXCr, 
99-8528, 1.89, Fri Jul 01 00:00:00 EEST 1994, kjzLUp, dYOjWh, 
